
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     963	     963	       5	    SpecTran	      NoInfo	      0.855802	      0.855802	      -4.21487	       3.80548	      0.961548	     -0.782168	      0.614952	      0.100241	      0.788011	     -0.615661	             0	      0.855802	             0	             0	             0	             0	             0	             0	             0	             0	
     964	     964	       5	    SpecTran	      NoInfo	      0.855776	      0.855776	      -5.06724	       2.71449	      0.125798	     -0.873758	      0.486019	     0.0182535	      0.788011	     -0.615661	             0	      0.855776	             0	             0	             0	             0	             0	             0	             0	             0	
     965	     965	       5	    SpecTran	      NoInfo	      0.126793	      0.126793	      -3.49274	       4.72976	      0.655266	     -0.667111	      0.739698	     0.0883678	      0.788011	     -0.615661	             0	      0.126793	             0	             0	             0	             0	             0	             0	             0	             0	
     966	     966	       5	    SpecTran	      NoInfo	      0.855792	      0.855792	      -4.15257	       3.88522	      -1.01775	     -0.753704	      0.646146	     -0.120105	      0.788011	     -0.615661	             0	      0.855792	             0	             0	             0	             0	             0	             0	             0	             0	
     967	     967	       5	    SpecTran	      NoInfo	      0.855799	      0.855799	      -4.51608	       3.41995	      -0.88037	     -0.801848	      0.587755	     -0.107626	      0.788011	     -0.615661	             0	      0.855799	             0	             0	             0	             0	             0	             0	             0	             0	
     968	     968	       5	    SpecTran	      NoInfo	      0.855628	      0.855628	      -3.82529	       4.30412	      -1.94837	     -0.721758	      0.649803	     -0.238372	      0.788011	     -0.615661	             0	      0.855628	             0	             0	             0	             0	             0	             0	             0	             0	
     969	     969	       5	    SpecTran	      NoInfo	      0.855807	      0.855807	      -4.50378	       3.43569	     -0.485952	     -0.822196	      0.567386	    -0.0454517	      0.788011	     -0.615661	             0	      0.855807	             0	             0	             0	             0	             0	             0	             0	             0	
     970	     970	       5	    SpecTran	      NoInfo	      0.855728	      0.855728	       -4.0569	       4.00767	      -1.81367	     -0.754338	      0.625808	     -0.198341	      0.788011	     -0.615661	             0	      0.855728	             0	             0	             0	             0	             0	             0	             0	             0	
     971	     971	       5	    SpecTran	      NoInfo	       0.85562	       0.85562	      -5.27933	       2.44303	      -1.11158	     -0.893217	      0.429172	      -0.13407	      0.788011	     -0.615661	             0	       0.85562	             0	             0	             0	             0	             0	             0	             0	             0	
     972	     972	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.17033	       3.86249	     -0.258912	     -0.772116	      0.634434	    -0.0364807	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     973	     973	       5	    SpecTran	      NoInfo	      0.855634	      0.855634	      -5.42205	       2.26036	     -0.854628	     -0.901058	      0.421169	     -0.103493	      0.788011	     -0.615661	             0	      0.855634	             0	             0	             0	             0	             0	             0	             0	             0	
     974	     974	       5	    SpecTran	      NoInfo	      0.855634	      0.855634	      -4.87337	       2.96264	      -1.95318	     -0.840764	      0.498384	     -0.211493	      0.788011	     -0.615661	             0	      0.855634	             0	             0	             0	             0	             0	             0	             0	             0	
     975	     975	       5	    SpecTran	      NoInfo	      0.139596	      0.139596	      -3.50487	       4.71423	       1.50607	     -0.661565	      0.729167	      0.175061	      0.788011	     -0.615661	             0	      0.139596	             0	             0	             0	             0	             0	             0	             0	             0	
     976	     976	       5	    SpecTran	      NoInfo	      0.855673	      0.855673	      -4.47863	       3.46788	       -1.8875	     -0.786347	      0.574254	     -0.227797	      0.788011	     -0.615661	             0	      0.855673	             0	             0	             0	             0	             0	             0	             0	             0	
     977	     977	       5	    SpecTran	      NoInfo	      0.855767	      0.855767	      -4.80855	        3.0456	       1.23764	     -0.837723	      0.529262	      0.134547	      0.788011	     -0.615661	             0	      0.855767	             0	             0	             0	             0	             0	             0	             0	             0	
     978	     978	       5	    SpecTran	      NoInfo	      0.855783	      0.855783	       -4.9168	       2.90705	      0.492057	     -0.862278	      0.503097	     0.0580488	      0.788011	     -0.615661	             0	      0.855783	             0	             0	             0	             0	             0	             0	             0	             0	
